batting_team,bowling_team,venue,target,current_score,wickets,overs,run_rate,req_run_rate,result
Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,164,117,5,15,7.8,9.4,0
Kings XI Punjab,Mumbai Indians,Dubai International Cricket Stadium,177,140,4,15,9.333333333333334,7.4,1
Rajasthan Royals,Chennai Super Kings,Sheikh Zayed Stadium,126,112,3,15,7.466666666666667,2.8,1
Kings XI Punjab,Delhi Capitals,Dubai International Cricket Stadium,165,148,5,15,9.866666666666667,3.4,1
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,155,131,2,15,8.733333333333333,4.8,1
Delhi Capitals,Kolkata Knight Riders,Sheikh Zayed Stadium,195,112,7,15,7.466666666666667,16.6,0
Sunrisers Hyderabad,Kings XI Punjab,Dubai International Cricket Stadium,127,99,3,15,6.6,5.6,0
Rajasthan Royals,Mumbai Indians,Sheikh Zayed Stadium,196,172,2,15,11.466666666666667,4.8,1
Chennai Super Kings,Royal Challengers Bangalore,Dubai International Cricket Stadium,146,131,2,15,8.733333333333333,3.0,1
Kings XI Punjab,Kolkata Knight Riders,Sharjah Cricket Stadium,150,123,1,15,8.2,5.4,1
Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,220,103,7,15,6.866666666666666,23.4,0
Mumbai Indians,Royal Challengers Bangalore,Sheikh Zayed Stadium,165,130,4,15,8.666666666666666,7.0,1
Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,173,128,3,15,8.533333333333333,9.0,1
Rajasthan Royals,Kings XI Punjab,Sheikh Zayed Stadium,186,156,3,15,10.4,6.0,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Sharjah Cricket Stadium,121,121,5,15,8.066666666666666,0.0,1
Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,154,130,1,15,8.666666666666666,4.8,1
Rajasthan Royals,Kolkata Knight Riders,Dubai International Cricket Stadium,192,112,7,15,7.466666666666667,16.0,0
Delhi Capitals,Royal Challengers Bangalore,Sheikh Zayed Stadium,153,128,2,15,8.533333333333333,5.0,1
Sunrisers Hyderabad,Mumbai Indians,Sharjah Cricket Stadium,150,144,0,15,9.6,1.2,1
Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,201,112,7,15,7.466666666666667,17.8,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Sheikh Zayed Stadium,132,97,4,15,6.466666666666667,7.0,1
Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,190,139,4,15,9.266666666666667,10.2,0
Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,157,137,2,15,9.133333333333333,4.0,1
Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",160,121,5,15,8.066666666666666,7.8,1
Delhi Capitals,Chennai Super Kings,"Wankhede Stadium, Mumbai",189,158,1,15,10.533333333333333,6.2,1
Sunrisers Hyderabad,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",188,131,4,15,8.733333333333333,11.4,0
Rajasthan Royals,Punjab Kings,"Wankhede Stadium, Mumbai",222,174,4,15,11.6,9.6,0
Kolkata Knight Riders,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",153,123,5,15,8.2,6.0,0
Sunrisers Hyderabad,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",150,115,2,15,7.666666666666667,7.0,0
Rajasthan Royals,Delhi Capitals,"Wankhede Stadium, Mumbai",148,105,7,15,7.0,8.6,1
Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mumbai",107,107,4,15,7.133333333333334,0.0,1
Sunrisers Hyderabad,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",151,120,5,15,8.0,6.2,0
Kolkata Knight Riders,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",205,126,5,15,8.4,15.8,0
Delhi Capitals,Punjab Kings,"Wankhede Stadium, Mumbai",196,160,3,15,10.666666666666666,7.2,1
Rajasthan Royals,Chennai Super Kings,"Wankhede Stadium, Mumbai",189,105,7,15,7.0,16.8,0
Delhi Capitals,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",138,107,3,15,7.133333333333334,6.2,1
Sunrisers Hyderabad,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",121,100,1,15,6.666666666666667,4.2,1
Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",221,176,7,15,11.733333333333333,9.0,0
Royal Challengers Bangalore,Rajasthan Royals,"Wankhede Stadium, Mumbai",178,170,0,15,11.333333333333334,1.6,1
Punjab Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",132,108,1,15,7.2,4.8,1
Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",134,113,4,15,7.533333333333333,4.2,1
Royal Challengers Bangalore,Chennai Super Kings,"Wankhede Stadium, Mumbai",192,103,9,15,6.866666666666666,17.8,0
Sunrisers Hyderabad,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",160,117,4,15,7.8,8.6,0
Kolkata Knight Riders,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",124,115,5,15,7.666666666666667,1.8,1
Delhi Capitals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",172,116,4,15,7.733333333333333,11.2,0
Chennai Super Kings,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",172,150,3,15,10.0,4.4,1
Mumbai Indians,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",172,140,2,15,9.333333333333334,6.4,1
Delhi Capitals,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",155,150,3,15,10.0,1.0,1
Royal Challengers Bangalore,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",180,96,7,15,6.4,16.8,0
Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",219,169,3,15,11.266666666666667,10.0,1
Sunrisers Hyderabad,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",221,140,5,15,9.333333333333334,16.2,0
Delhi Capitals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",167,144,2,15,9.6,4.6,1
Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,157,104,6,15,6.933333333333334,10.6,0
Punjab Kings,Rajasthan Royals,Dubai International Cricket Stadium,186,154,2,15,10.266666666666667,6.4,0
Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,135,110,2,15,7.333333333333333,5.0,1
Kolkata Knight Riders,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",156,159,3,15,10.6,-0.6,1
Chennai Super Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,157,134,4,15,8.933333333333334,4.6,1
Rajasthan Royals,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",155,91,5,15,6.066666666666666,12.8,0
Sunrisers Hyderabad,Punjab Kings,Sharjah Cricket Stadium,126,91,5,15,6.066666666666666,7.0,0
Chennai Super Kings,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",172,132,3,15,8.8,8.0,1
Mumbai Indians,Royal Challengers Bangalore,Dubai International Cricket Stadium,166,105,5,15,7.0,12.2,0
Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,165,139,3,15,9.266666666666667,5.2,1
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,128,119,5,15,7.933333333333334,1.8,1
Mumbai Indians,Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",136,96,4,15,6.4,8.0,1
Royal Challengers Bangalore,Rajasthan Royals,Dubai International Cricket Stadium,150,127,3,15,8.466666666666667,4.6,1
Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stadium,135,109,4,15,7.266666666666667,5.2,1
Punjab Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,166,131,3,15,8.733333333333333,7.0,1
Rajasthan Royals,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",190,170,3,15,11.333333333333334,4.0,1
Delhi Capitals,Mumbai Indians,Sharjah Cricket Stadium,130,105,6,15,7.0,5.0,1
Punjab Kings,Royal Challengers Bangalore,Sharjah Cricket Stadium,165,121,4,15,8.066666666666666,8.8,0
Kolkata Knight Riders,Sunrisers Hyderabad,Dubai International Cricket Stadium,116,92,2,15,6.133333333333334,4.8,1
Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,137,104,6,15,6.933333333333334,6.6,1
Royal Challengers Bangalore,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",142,104,4,15,6.933333333333334,7.6,0
Rajasthan Royals,Kolkata Knight Riders,Sharjah Cricket Stadium,172,85,9,15,5.666666666666667,17.4,0
Sunrisers Hyderabad,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",236,166,5,15,11.066666666666666,14.0,0
Royal Challengers Bangalore,Delhi Capitals,Dubai International Cricket Stadium,165,119,3,15,7.933333333333334,9.2,1
Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,173,129,4,15,8.6,8.8,1
Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah Cricket Stadium,139,120,4,15,8.0,3.8,1
Kolkata Knight Riders,Delhi Capitals,Sharjah Cricket Stadium,136,123,2,15,8.2,2.6,1
Kolkata Knight Riders,Chennai Super Kings,Dubai International Cricket Stadium,193,125,7,15,8.333333333333334,13.6,0
Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",132,113,3,15,7.533333333333333,3.8,1
Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",178,137,6,15,9.133333333333333,8.2,1
Punjab Kings,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",206,162,5,15,10.8,8.8,1
Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mumbai",159,113,4,15,7.533333333333333,9.2,1
Sunrisers Hyderabad,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",211,81,6,15,5.4,26.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",129,101,5,15,6.733333333333333,5.6,1
Lucknow Super Giants,Chennai Super Kings,"Brabourne Stadium, Mumbai",211,156,3,15,10.4,11.0,1
Kolkata Knight Riders,Punjab Kings,"Wankhede Stadium, Mumbai",138,141,4,15,9.4,-0.6,1
Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",194,137,6,15,9.133333333333333,11.4,0
Delhi Capitals,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",172,134,7,15,8.933333333333334,7.6,0
Chennai Super Kings,Punjab Kings,"Brabourne Stadium, Mumbai",181,107,8,15,7.133333333333334,14.8,0
Sunrisers Hyderabad,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",170,129,4,15,8.6,8.2,0
Royal Challengers Bangalore,Rajasthan Royals,"Wankhede Stadium, Mumbai",170,138,5,15,9.2,6.4,1
Kolkata Knight Riders,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",162,162,5,15,10.8,0.0,1
Lucknow Super Giants,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",150,122,3,15,8.133333333333333,5.6,1
Gujarat Titans,Punjab Kings,"Brabourne Stadium, Mumbai",190,140,2,15,9.333333333333334,10.0,1
Sunrisers Hyderabad,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",155,125,1,15,8.333333333333334,6.0,1
Royal Challengers Bangalore,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",152,122,1,15,8.133333333333333,6.0,1
Kolkata Knight Riders,Delhi Capitals,"Brabourne Stadium, Mumbai",216,143,8,15,9.533333333333333,14.6,0
Lucknow Super Giants,Rajasthan Royals,"Wankhede Stadium, Mumbai",166,106,7,15,7.066666666666666,12.0,0
Sunrisers Hyderabad,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",163,129,2,15,8.6,6.8,1
Royal Challengers Bangalore,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",217,146,8,15,9.733333333333333,14.2,0
Mumbai Indians,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",199,150,4,15,10.0,9.8,0
Rajasthan Royals,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",193,138,7,15,9.2,11.0,0
Sunrisers Hyderabad,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",176,153,3,15,10.2,4.6,1
Mumbai Indians,Lucknow Super Giants,"Brabourne Stadium, Mumbai",200,132,5,15,8.8,13.6,0
Delhi Capitals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",190,134,5,15,8.933333333333334,11.2,0
Sunrisers Hyderabad,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",152,121,3,15,8.066666666666666,6.2,1
Gujarat Titans,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",170,118,5,15,7.866666666666666,10.4,1
Kolkata Knight Riders,Rajasthan Royals,"Brabourne Stadium, Mumbai",218,178,4,15,11.866666666666667,8.0,0
Lucknow Super Giants,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",182,128,5,15,8.533333333333333,10.8,0
Chennai Super Kings,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",156,108,6,15,7.2,9.6,1
Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mumbai",223,162,6,15,10.8,12.2,0
Kolkata Knight Riders,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",157,112,7,15,7.466666666666667,9.0,0
Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",169,110,4,15,7.333333333333333,11.8,0
Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mumbai",188,141,4,15,9.4,9.4,0
Royal Challengers Bangalore,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",145,94,7,15,6.266666666666667,10.2,0
Gujarat Titans,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",196,140,5,15,9.333333333333334,11.2,1
Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",147,117,6,15,7.8,6.0,1
Punjab Kings,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",154,105,6,15,7.0,9.8,0
Gujarat Titans,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",171,128,4,15,8.533333333333333,8.6,1
Mumbai Indians,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",159,124,4,15,8.266666666666667,7.0,1
Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",196,146,5,15,9.733333333333333,10.0,0
Sunrisers Hyderabad,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",203,135,4,15,9.0,13.6,0
Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",153,114,3,15,7.6,7.8,1
Punjab Kings,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",144,145,2,15,9.666666666666666,-0.2,1
Chennai Super Kings,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",174,122,5,15,8.133333333333333,10.4,0
Sunrisers Hyderabad,Delhi Capitals,"Brabourne Stadium, Mumbai",208,146,5,15,9.733333333333333,12.4,0
Gujarat Titans,Mumbai Indians,"Brabourne Stadium, Mumbai",178,138,3,15,9.2,8.0,0
Rajasthan Royals,Punjab Kings,"Wankhede Stadium, Mumbai",190,151,3,15,10.066666666666666,7.8,1
Sunrisers Hyderabad,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",193,114,7,15,7.6,15.8,0
Delhi Capitals,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",209,102,8,15,6.8,21.4,0
Mumbai Indians,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",166,107,7,15,7.133333333333334,11.8,0
Delhi Capitals,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",161,129,1,15,8.6,6.4,1
Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",98,103,5,15,6.866666666666666,-1.0,1
Royal Challengers Bangalore,Punjab Kings,"Brabourne Stadium, Mumbai",210,130,7,15,8.666666666666666,16.0,0
Sunrisers Hyderabad,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",178,101,5,15,6.733333333333333,15.4,0
Gujarat Titans,Chennai Super Kings,"Wankhede Stadium, Mumbai",134,117,3,15,7.8,3.4,1
Lucknow Super Giants,Rajasthan Royals,"Brabourne Stadium, Mumbai",179,116,5,15,7.733333333333333,12.6,0
Punjab Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",160,109,7,15,7.266666666666667,10.2,0
Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",194,140,4,15,9.333333333333334,10.8,0
Kolkata Knight Riders,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",211,144,5,15,9.6,13.4,0
Royal Challengers Bangalore,Gujarat Titans,"Wankhede Stadium, Mumbai",169,139,1,15,9.266666666666667,6.0,1
Rajasthan Royals,Chennai Super Kings,"Brabourne Stadium, Mumbai",151,108,4,15,7.2,8.6,1
Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",160,114,3,15,7.6,9.2,1
Punjab Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",158,160,5,15,10.666666666666666,-0.4,1
Gujarat Titans,Rajasthan Royals,"Eden Gardens, Kolkata",189,146,3,15,9.733333333333333,8.6,1
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",208,153,3,15,10.2,11.0,0
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",158,140,2,15,9.333333333333334,3.6,1
Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",131,109,3,15,7.266666666666667,4.4,1
Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",179,145,4,15,9.666666666666666,6.8,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",192,146,7,15,9.733333333333333,9.2,0
Delhi Capitals,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",194,113,7,15,7.533333333333333,16.2,0
Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",204,89,7,15,5.933333333333334,23.0,0
Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",172,161,2,15,10.733333333333333,2.2,1
Lucknow Super Giants,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",218,156,6,15,10.4,12.4,0
Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",163,137,4,15,9.133333333333333,5.2,1
Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",198,129,6,15,8.6,13.8,0
Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",205,109,9,15,7.266666666666667,19.2,0
Lucknow Super Giants,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",122,127,5,15,8.466666666666667,-1.0,1
Delhi Capitals,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",200,118,6,15,7.866666666666666,16.4,0
Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",158,135,3,15,9.0,4.6,1
Kolkata Knight Riders,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",205,155,4,15,10.333333333333334,10.0,1
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",144,124,2,15,8.266666666666667,4.0,1
Lucknow Super Giants,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",213,185,5,15,12.333333333333334,5.6,1
Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",173,139,3,15,9.266666666666667,6.8,1
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",176,117,6,15,7.8,11.8,0
Gujarat Titans,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",154,120,3,15,8.0,6.8,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",229,159,5,15,10.6,14.0,0
Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",175,111,8,15,7.4,12.8,0
Punjab Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",160,128,6,15,8.533333333333333,6.4,1
Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",186,171,3,15,11.4,3.0,1
Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",178,134,5,15,8.933333333333334,8.8,1
Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",227,181,4,15,12.066666666666666,9.2,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",193,143,6,15,9.533333333333333,10.0,0
Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",155,107,4,15,7.133333333333334,9.6,0
Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",175,138,7,15,9.2,7.4,0
Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",128,110,5,15,7.333333333333333,3.6,1
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",135,119,2,15,7.933333333333334,3.2,1
Lucknow Super Giants,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",136,109,2,15,7.266666666666667,5.4,0
Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",215,161,3,15,10.733333333333333,10.8,0
Rajasthan Royals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",190,129,4,15,8.6,12.2,0
Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",236,156,5,15,10.4,16.0,0
Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",145,94,5,15,6.266666666666667,10.2,0
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",208,129,6,15,8.6,15.8,0
Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",201,145,6,15,9.666666666666666,11.2,0
Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",203,129,5,15,8.6,14.8,0
Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",258,166,5,15,11.066666666666666,18.4,0
Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",180,142,3,15,9.466666666666667,7.6,1
Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",198,141,5,15,9.4,11.4,0
Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",201,153,4,15,10.2,9.6,1
Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",213,156,4,15,10.4,11.4,1
Lucknow Super Giants,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",127,79,8,15,5.266666666666667,9.6,0
Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",131,89,4,15,5.933333333333334,8.4,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",215,178,3,15,11.866666666666667,7.4,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",172,138,5,15,9.2,6.8,0
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",140,128,3,15,8.533333333333333,2.4,1
Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",182,179,3,15,11.933333333333334,0.6,1
Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",228,140,4,15,9.333333333333334,17.6,0
Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",215,158,3,15,10.533333333333333,11.4,1
Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",180,129,4,15,8.6,10.2,1
Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",200,193,4,15,12.866666666666667,1.4,1
Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",168,97,5,15,6.466666666666667,14.2,0
Gujarat Titans,Mumbai Indians,"Wankhede Stadium, Mumbai",219,136,8,15,9.066666666666666,16.6,0
Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",183,145,3,15,9.666666666666666,7.6,1
Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",168,119,7,15,7.933333333333334,9.8,0
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",145,126,3,15,8.4,3.8,1
Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",189,123,7,15,8.2,13.2,0
Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",178,131,3,15,8.733333333333333,9.4,0
Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",214,135,4,15,9.0,15.8,0
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",187,154,0,15,10.266666666666667,6.6,1
Rajasthan Royals,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",188,149,4,15,9.933333333333334,7.8,1
Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",224,131,5,15,8.733333333333333,18.6,0
Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",177,121,5,15,8.066666666666666,11.2,0
Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",201,180,2,15,12.0,4.2,1
Gujarat Titans,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",198,155,3,15,10.333333333333334,8.6,1
Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",173,115,6,15,7.666666666666667,11.6,0
Lucknow Super Giants,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",183,100,9,15,6.666666666666667,16.6,0
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",234,161,7,15,10.733333333333333,14.6,0
Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",215,171,5,15,11.4,8.8,1
Chennai Super Kings,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",174,140,4,15,9.333333333333334,6.8,1
Punjab Kings,Delhi Capitals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",175,136,4,15,9.066666666666666,7.8,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",209,133,4,15,8.866666666666667,15.2,0
Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",194,145,4,15,9.666666666666666,9.8,0
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",169,130,4,15,8.666666666666666,7.8,0
